ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,time,obs_value,obs_status,obs_status.label,note_indicator,note_indicator.label,note_source,note_source.label,country_name,year,youth_unemployment_rate_pct,age_group,age_min,age_max
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,5.6,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,5.6,Age (Broad groups): Prime age (25-54) (25-34),25,34
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,5.3,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,5.3,Age (Broad groups): Prime age (25-54) (25-34),25,34
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,5.8,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,5.8,Age (Broad groups): Prime age (25-54) (25-34),25,34
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,4.0,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,4.0,Age (Broad groups): Prime age (25-54) (35-44),35,44
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,3.8,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,3.8,Age (Broad groups): Prime age (25-54) (35-44),35,44
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,4.2,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,4.2,Age (Broad groups): Prime age (25-54) (35-44),35,44
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,3.7,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,3.7,Age (Broad groups): Prime age (25-54) (45-54),45,54
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,3.6,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,3.6,Age (Broad groups): Prime age (25-54) (45-54),45,54
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,3.9,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,3.9,Age (Broad groups): Prime age (25-54) (45-54),45,54
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,3.9,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,3.9,Age (Broad groups): Older workers (55-64),55,64
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,4.3,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,4.3,Age (Broad groups): Older workers (55-64),55,64
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,3.5,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,3.5,Age (Broad groups): Older workers (55-64),55,64
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_Total,Age (Aggregate bands): Total,2017,5.0,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,5.0,Age (Aggregate bands): Total,15,64
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_Total,Age (Aggregate bands): Total,2017,4.7,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,4.7,Age (Aggregate bands): Total,15,64
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_Total,Age (Aggregate bands): Total,2017,5.2,,,,,EUROSTAT_DERIVED_Latvia_2017,Eurostat Labour Force Survey - Derived estimates,Latvia,2017,5.2,Age (Aggregate bands): Total,15,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_15_24,Age (Youth bands): Youth (15-24),2017,11.4,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,11.4,Age (Youth bands): Youth (15-24),15,24
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_15_24,Age (Youth bands): Youth (15-24),2017,10.9,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,10.9,Age (Youth bands): Youth (15-24),15,24
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_15_24,Age (Youth bands): Youth (15-24),2017,12.0,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,12.0,Age (Youth bands): Youth (15-24),15,24
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,4.6,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,4.6,Age (Broad groups): Prime age (25-54) (25-34),25,34
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,4.4,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,4.4,Age (Broad groups): Prime age (25-54) (25-34),25,34
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,4.8,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,4.8,Age (Broad groups): Prime age (25-54) (25-34),25,34
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,3.0,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,3.0,Age (Broad groups): Prime age (25-54) (35-44),35,44
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,2.8,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,2.8,Age (Broad groups): Prime age (25-54) (35-44),35,44
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,3.1,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,3.1,Age (Broad groups): Prime age (25-54) (35-44),35,44
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,2.7,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,2.7,Age (Broad groups): Prime age (25-54) (45-54),45,54
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,2.6,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,2.6,Age (Broad groups): Prime age (25-54) (45-54),45,54
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,2.8,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,2.8,Age (Broad groups): Prime age (25-54) (45-54),45,54
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,2.8,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,2.8,Age (Broad groups): Older workers (55-64),55,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,3.1,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,3.1,Age (Broad groups): Older workers (55-64),55,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,2.5,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,2.5,Age (Broad groups): Older workers (55-64),55,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_Total,Age (Aggregate bands): Total,2017,3.3,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,3.3,Age (Aggregate bands): Total,15,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_Total,Age (Aggregate bands): Total,2017,3.1,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,3.1,Age (Aggregate bands): Total,15,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_Total,Age (Aggregate bands): Total,2017,3.4,,,,,EUROSTAT_DERIVED_Poland_2017,Eurostat Labour Force Survey - Derived estimates,Poland,2017,3.4,Age (Aggregate bands): Total,15,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_15_24,Age (Youth bands): Youth (15-24),2017,10.8,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,10.8,Age (Youth bands): Youth (15-24),15,24
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_15_24,Age (Youth bands): Youth (15-24),2017,10.2,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,10.2,Age (Youth bands): Youth (15-24),15,24
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_15_24,Age (Youth bands): Youth (15-24),2017,11.3,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,11.3,Age (Youth bands): Youth (15-24),15,24
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,5.7,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,5.7,Age (Broad groups): Prime age (25-54) (25-34),25,34
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,5.4,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,5.4,Age (Broad groups): Prime age (25-54) (25-34),25,34
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,5.9,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,5.9,Age (Broad groups): Prime age (25-54) (25-34),25,34
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,3.9,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,3.9,Age (Broad groups): Prime age (25-54) (35-44),35,44
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,3.7,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,3.7,Age (Broad groups): Prime age (25-54) (35-44),35,44
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,4.1,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,4.1,Age (Broad groups): Prime age (25-54) (35-44),35,44
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,3.6,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,3.6,Age (Broad groups): Prime age (25-54) (45-54),45,54
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,3.5,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,3.5,Age (Broad groups): Prime age (25-54) (45-54),45,54
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,3.8,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,3.8,Age (Broad groups): Prime age (25-54) (45-54),45,54
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,3.1,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,3.1,Age (Broad groups): Older workers (55-64),55,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,3.4,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,3.4,Age (Broad groups): Older workers (55-64),55,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,2.8,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,2.8,Age (Broad groups): Older workers (55-64),55,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_Total,Age (Aggregate bands): Total,2017,4.6,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,4.6,Age (Aggregate bands): Total,15,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_Total,Age (Aggregate bands): Total,2017,4.4,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,4.4,Age (Aggregate bands): Total,15,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_Total,Age (Aggregate bands): Total,2017,4.8,,,,,EUROSTAT_DERIVED_Romania_2017,Eurostat Labour Force Survey - Derived estimates,Romania,2017,4.8,Age (Aggregate bands): Total,15,64
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_15_24,Age (Youth bands): Youth (15-24),2017,10.4,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,10.4,Age (Youth bands): Youth (15-24),15,24
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_15_24,Age (Youth bands): Youth (15-24),2017,9.8,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,9.8,Age (Youth bands): Youth (15-24),15,24
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_15_24,Age (Youth bands): Youth (15-24),2017,10.9,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,10.9,Age (Youth bands): Youth (15-24),15,24
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,4.0,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,4.0,Age (Broad groups): Prime age (25-54) (25-34),25,34
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,3.8,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,3.8,Age (Broad groups): Prime age (25-54) (25-34),25,34
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,4.2,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,4.2,Age (Broad groups): Prime age (25-54) (25-34),25,34
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,2.8,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,2.8,Age (Broad groups): Prime age (25-54) (35-44),35,44
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,2.6,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,2.6,Age (Broad groups): Prime age (25-54) (35-44),35,44
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,2.9,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,2.9,Age (Broad groups): Prime age (25-54) (35-44),35,44
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,2.5,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,2.5,Age (Broad groups): Prime age (25-54) (45-54),45,54
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,2.4,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,2.4,Age (Broad groups): Prime age (25-54) (45-54),45,54
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2017,2.6,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,2.6,Age (Broad groups): Prime age (25-54) (45-54),45,54
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,2.7,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,2.7,Age (Broad groups): Older workers (55-64),55,64
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,3.0,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,3.0,Age (Broad groups): Older workers (55-64),55,64
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_55_64,Age (Broad groups): Older workers (55-64),2017,2.4,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,2.4,Age (Broad groups): Older workers (55-64),55,64
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_Total,Age (Aggregate bands): Total,2017,3.5,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,3.5,Age (Aggregate bands): Total,15,64
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_Total,Age (Aggregate bands): Total,2017,3.3,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,3.3,Age (Aggregate bands): Total,15,64
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_Total,Age (Aggregate bands): Total,2017,3.6,,,,,EUROSTAT_DERIVED_Hungary_2017,Eurostat Labour Force Survey - Derived estimates,Hungary,2017,3.6,Age (Aggregate bands): Total,15,64
AUT,Austria,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_15_24,Age (Youth bands): Youth (15-24),2017,9.8,,,,,EUROSTAT_DERIVED_Austria_2017,Eurostat Labour Force Survey - Derived estimates,Austria,2017,9.8,Age (Youth bands): Youth (15-24),15,24
AUT,Austria,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_15_24,Age (Youth bands): Youth (15-24),2017,9.3,,,,,EUROSTAT_DERIVED_Austria_2017,Eurostat Labour Force Survey - Derived estimates,Austria,2017,9.3,Age (Youth bands): Youth (15-24),15,24
AUT,Austria,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_15_24,Age (Youth bands): Youth (15-24),2017,10.3,,,,,EUROSTAT_DERIVED_Austria_2017,Eurostat Labour Force Survey - Derived estimates,Austria,2017,10.3,Age (Youth bands): Youth (15-24),15,24
AUT,Austria,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,4.9,,,,,EUROSTAT_DERIVED_Austria_2017,Eurostat Labour Force Survey - Derived estimates,Austria,2017,4.9,Age (Broad groups): Prime age (25-54) (25-34),25,34
AUT,Austria,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,4.7,,,,,EUROSTAT_DERIVED_Austria_2017,Eurostat Labour Force Survey - Derived estimates,Austria,2017,4.7,Age (Broad groups): Prime age (25-54) (25-34),25,34
AUT,Austria,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2017,5.1,,,,,EUROSTAT_DERIVED_Austria_2017,Eurostat Labour Force Survey - Derived estimates,Austria,2017,5.1,Age (Broad groups): Prime age (25-54) (25-34),25,34
AUT,Austria,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2017,4.0,,,,,EUROSTAT_DERIVED_Austria_2017,Eurostat Labour Force Survey - Derived estimates,Austria,2017,4.0,Age (Broad groups): Prime age (25-54) (35-44),35,44
