iso3,country_name,indicator,year,human_development_index
SWE,Sweden,mys_f,2020,12.76821041
UKR,Ukraine,mys_f,2020,11.45783104
ALB,Albania,mys_f,2021,11.68443326
AUT,Austria,mys_f,2021,11.97801018
BEL,Belgium,mys_f,2021,12.31939983
BGR,Bulgaria,mys_f,2021,11.50780964
BIH,Bosnia and Herzegovina,mys_f,2021,9.778189659
CHE,Switzerland,mys_f,2021,13.48301029
CYP,Cyprus,mys_f,2021,12.41040993
CZE,Czechia,mys_f,2021,12.71214962
DEU,Germany,mys_f,2021,13.84053479
DNK,Denmark,mys_f,2021,13.15695
ESP,Spain,mys_f,2021,10.52787018
EST,Estonia,mys_f,2021,13.78102016
FIN,Finland,mys_f,2021,13.04683971
FRA,France,mys_f,2021,11.43721962
GBR,United Kingdom,mys_f,2021,13.44999981
GRC,Greece,mys_f,2021,11.09685993
HRV,Croatia,mys_f,2021,11.93745426
HUN,Hungary,mys_f,2021,12.09698963
IRL,Ireland,mys_f,2021,11.78455323
ISL,Iceland,mys_f,2021,13.86952972
ITA,Italy,mys_f,2021,10.60560989
LTU,Lithuania,mys_f,2021,13.58351994
LUX,Luxembourg,mys_f,2021,13.0062666
LVA,Latvia,mys_f,2021,13.56832981
MKD,North Macedonia,mys_f,2021,9.653639793
MLT,Malta,mys_f,2021,12.00041962
MNE,Montenegro,mys_f,2021,11.795824
NLD,Netherlands,mys_f,2021,12.3527298
NOR,Norway,mys_f,2021,13.13508034
POL,Poland,mys_f,2021,13.34002972
PRT,Portugal,mys_f,2021,9.607560158
ROU,Romania,mys_f,2021,10.98981953
SRB,Serbia,mys_f,2021,11.01638985
SVK,Slovakia,mys_f,2021,12.86800003
SVN,Slovenia,mys_f,2021,12.83347034
SWE,Sweden,mys_f,2021,12.76821041
UKR,Ukraine,mys_f,2021,11.45783104
ALB,Albania,gni_pc_f,2015,9683.99883
AUT,Austria,gni_pc_f,2015,36879.14982
BEL,Belgium,gni_pc_f,2015,40052.26738
BGR,Bulgaria,gni_pc_f,2015,15634.43838
BIH,Bosnia and Herzegovina,gni_pc_f,2015,9040.362572
CHE,Switzerland,gni_pc_f,2015,57090.10746
CYP,Cyprus,gni_pc_f,2015,28837.49087
CZE,Czechia,gni_pc_f,2015,25442.80096
DEU,Germany,gni_pc_f,2015,42546.46026
DNK,Denmark,gni_pc_f,2015,44871.01269
ESP,Spain,gni_pc_f,2015,29466.57168
EST,Estonia,gni_pc_f,2015,24648.64429
FIN,Finland,gni_pc_f,2015,38511.00048
FRA,France,gni_pc_f,2015,36852.78731
GBR,United Kingdom,gni_pc_f,2015,31634.5652
GRC,Greece,gni_pc_f,2015,22481.06581
HRV,Croatia,gni_pc_f,2015,19738.13766
HUN,Hungary,gni_pc_f,2015,20758.73452
IRL,Ireland,gni_pc_f,2015,43667.80685
ISL,Iceland,gni_pc_f,2015,40973.84753
ITA,Italy,gni_pc_f,2015,28501.9124
LTU,Lithuania,gni_pc_f,2015,25238.10693
LUX,Luxembourg,gni_pc_f,2015,57620.68586
LVA,Latvia,gni_pc_f,2015,21123.81929
MKD,North Macedonia,gni_pc_f,2015,10055.22198
MLT,Malta,gni_pc_f,2015,26002.51066
MNE,Montenegro,gni_pc_f,2015,14544.69863
NLD,Netherlands,gni_pc_f,2015,42824.7182
NOR,Norway,gni_pc_f,2015,59670.41735
POL,Poland,gni_pc_f,2015,20490.11747
PRT,Portugal,gni_pc_f,2015,25530.50353
ROU,Romania,gni_pc_f,2015,17246.13089
SRB,Serbia,gni_pc_f,2015,11693.59124
SVK,Slovakia,gni_pc_f,2015,21530.88765
SVN,Slovenia,gni_pc_f,2015,28787.6696
SWE,Sweden,gni_pc_f,2015,45825.50449
UKR,Ukraine,gni_pc_f,2015,9084.93876
ALB,Albania,gni_pc_f,2016,10011.12887
AUT,Austria,gni_pc_f,2016,38048.63129
BEL,Belgium,gni_pc_f,2016,40294.79905
BGR,Bulgaria,gni_pc_f,2016,16262.78092
BIH,Bosnia and Herzegovina,gni_pc_f,2016,9113.973079
CHE,Switzerland,gni_pc_f,2016,57162.09107
CYP,Cyprus,gni_pc_f,2016,29380.45291
CZE,Czechia,gni_pc_f,2016,26483.79964
DEU,Germany,gni_pc_f,2016,43822.67523
DNK,Denmark,gni_pc_f,2016,45973.32933
ESP,Spain,gni_pc_f,2016,31152.58791
EST,Estonia,gni_pc_f,2016,25498.20455
FIN,Finland,gni_pc_f,2016,38905.11946
FRA,France,gni_pc_f,2016,37582.82891
GBR,United Kingdom,gni_pc_f,2016,32181.00019
GRC,Greece,gni_pc_f,2016,22526.11419
HRV,Croatia,gni_pc_f,2016,20014.67387
HUN,Hungary,gni_pc_f,2016,21535.90339
IRL,Ireland,gni_pc_f,2016,47069.45236
ISL,Iceland,gni_pc_f,2016,43698.55961
ITA,Italy,gni_pc_f,2016,29638.40823
LTU,Lithuania,gni_pc_f,2016,26589.57337
LUX,Luxembourg,gni_pc_f,2016,59805.64487
LVA,Latvia,gni_pc_f,2016,22574.1828
MKD,North Macedonia,gni_pc_f,2016,10026.53207
MLT,Malta,gni_pc_f,2016,25927.79265
MNE,Montenegro,gni_pc_f,2016,14517.95984
NLD,Netherlands,gni_pc_f,2016,42998.65841
NOR,Norway,gni_pc_f,2016,57825.18063
POL,Poland,gni_pc_f,2016,20902.66414
PRT,Portugal,gni_pc_f,2016,26371.35519
ROU,Romania,gni_pc_f,2016,19824.30951
SRB,Serbia,gni_pc_f,2016,12212.15416
SVK,Slovakia,gni_pc_f,2016,21957.11697
SVN,Slovenia,gni_pc_f,2016,30503.71061
SWE,Sweden,gni_pc_f,2016,46201.33595
UKR,Ukraine,gni_pc_f,2016,8992.042694
ALB,Albania,gni_pc_f,2017,10148.61287
AUT,Austria,gni_pc_f,2017,38160.13564
BEL,Belgium,gni_pc_f,2017,40872.95839
BGR,Bulgaria,gni_pc_f,2017,16647.92488
BIH,Bosnia and Herzegovina,gni_pc_f,2017,9138.308635
CHE,Switzerland,gni_pc_f,2017,55346.98798
CYP,Cyprus,gni_pc_f,2017,31305.12201
CZE,Czechia,gni_pc_f,2017,28007.98723
DEU,Germany,gni_pc_f,2017,44749.23096
DNK,Denmark,gni_pc_f,2017,46891.79082
ESP,Spain,gni_pc_f,2017,31382.33484
EST,Estonia,gni_pc_f,2017,26641.01517
FIN,Finland,gni_pc_f,2017,39833.85645
FRA,France,gni_pc_f,2017,38504.87187
GBR,United Kingdom,gni_pc_f,2017,33177.64633
GRC,Greece,gni_pc_f,2017,22716.55744
HRV,Croatia,gni_pc_f,2017,21226.84623
HUN,Hungary,gni_pc_f,2017,21074.21429
IRL,Ireland,gni_pc_f,2017,49203.07136
ISL,Iceland,gni_pc_f,2017,45855.9034
ITA,Italy,gni_pc_f,2017,30335.01677
LTU,Lithuania,gni_pc_f,2017,28185.78185
LUX,Luxembourg,gni_pc_f,2017,65684.90485
LVA,Latvia,gni_pc_f,2017,24248.88955
MKD,North Macedonia,gni_pc_f,2017,10182.49572
MLT,Malta,gni_pc_f,2017,27691.24942
MNE,Montenegro,gni_pc_f,2017,15295.61181
NLD,Netherlands,gni_pc_f,2017,45121.49227
NOR,Norway,gni_pc_f,2017,59616.08152
POL,Poland,gni_pc_f,2017,21880.44025
PRT,Portugal,gni_pc_f,2017,27335.74081
ROU,Romania,gni_pc_f,2017,19678.78301
SRB,Serbia,gni_pc_f,2017,12286.02892
SVK,Slovakia,gni_pc_f,2017,22733.05041
SVN,Slovenia,gni_pc_f,2017,29361.41846
SWE,Sweden,gni_pc_f,2017,47411.81862
UKR,Ukraine,gni_pc_f,2017,9523.342167
ALB,Albania,gni_pc_f,2018,10655.83752
AUT,Austria,gni_pc_f,2018,38794.09845
BEL,Belgium,gni_pc_f,2018,41573.26678
BGR,Bulgaria,gni_pc_f,2018,17061.27289
BIH,Bosnia and Herzegovina,gni_pc_f,2018,9390.921235
CHE,Switzerland,gni_pc_f,2018,55255.61117
CYP,Cyprus,gni_pc_f,2018,32384.29754
CZE,Czechia,gni_pc_f,2018,29094.86166
DEU,Germany,gni_pc_f,2018,45261.49911
DNK,Denmark,gni_pc_f,2018,48444.95516
ESP,Spain,gni_pc_f,2018,31995.26155
EST,Estonia,gni_pc_f,2018,27954.41922
FIN,Finland,gni_pc_f,2018,40677.11337
FRA,France,gni_pc_f,2018,39169.22881
GBR,United Kingdom,gni_pc_f,2018,33633.78626
GRC,Greece,gni_pc_f,2018,22747.13994
HRV,Croatia,gni_pc_f,2018,23497.65381
HUN,Hungary,gni_pc_f,2018,23441.67353
IRL,Ireland,gni_pc_f,2018,51280.99337
ISL,Iceland,gni_pc_f,2018,49085.63901
ITA,Italy,gni_pc_f,2018,30865.62739
LTU,Lithuania,gni_pc_f,2018,29685.59552
LUX,Luxembourg,gni_pc_f,2018,65897.9385
LVA,Latvia,gni_pc_f,2018,25444.61822
MKD,North Macedonia,gni_pc_f,2018,10504.15152
MLT,Malta,gni_pc_f,2018,30755.60478
MNE,Montenegro,gni_pc_f,2018,15741.01377
NLD,Netherlands,gni_pc_f,2018,39651.53191
NOR,Norway,gni_pc_f,2018,62005.76924
POL,Poland,gni_pc_f,2018,23123.71652
PRT,Portugal,gni_pc_f,2018,28238.77912
ROU,Romania,gni_pc_f,2018,23115.24956
SRB,Serbia,gni_pc_f,2018,13108.31445
SVK,Slovakia,gni_pc_f,2018,23407.95911
SVN,Slovenia,gni_pc_f,2018,33190.14934
SWE,Sweden,gni_pc_f,2018,47857.66998
UKR,Ukraine,gni_pc_f,2018,9712.689335
ALB,Albania,gni_pc_f,2019,10984.09089
AUT,Austria,gni_pc_f,2019,39537.6689
BEL,Belgium,gni_pc_f,2019,42582.17808
BGR,Bulgaria,gni_pc_f,2019,17944.35878
BIH,Bosnia and Herzegovina,gni_pc_f,2019,10283.56875
CHE,Switzerland,gni_pc_f,2019,56073.98915
CYP,Cyprus,gni_pc_f,2019,33146.3719
CZE,Czechia,gni_pc_f,2019,29712.68433
DEU,Germany,gni_pc_f,2019,46036.60324
DNK,Denmark,gni_pc_f,2019,48461.71943
ESP,Spain,gni_pc_f,2019,32885.70495
EST,Estonia,gni_pc_f,2019,29237.78968
FIN,Finland,gni_pc_f,2019,41067.58703
FRA,France,gni_pc_f,2019,40194.0426
GBR,United Kingdom,gni_pc_f,2019,35016.16309
GRC,Greece,gni_pc_f,2019,22949.64712
HRV,Croatia,gni_pc_f,2019,22969.22251
HUN,Hungary,gni_pc_f,2019,24069.60619
IRL,Ireland,gni_pc_f,2019,53810.29727
ISL,Iceland,gni_pc_f,2019,50655.68501
ITA,Italy,gni_pc_f,2019,31490.2957
LTU,Lithuania,gni_pc_f,2019,31814.61216
LUX,Luxembourg,gni_pc_f,2019,61123.45999
LVA,Latvia,gni_pc_f,2019,26380.73228
MKD,North Macedonia,gni_pc_f,2019,11318.99303
MLT,Malta,gni_pc_f,2019,30762.60247
MNE,Montenegro,gni_pc_f,2019,16597.0465
NLD,Netherlands,gni_pc_f,2019,46597.67775
NOR,Norway,gni_pc_f,2019,60139.45749
POL,Poland,gni_pc_f,2019,24146.55816
PRT,Portugal,gni_pc_f,2019,28229.37983
ROU,Romania,gni_pc_f,2019,24139.82874
SRB,Serbia,gni_pc_f,2019,13845.10225
SVK,Slovakia,gni_pc_f,2019,24234.68837
SVN,Slovenia,gni_pc_f,2019,34535.80092
SWE,Sweden,gni_pc_f,2019,49160.30686
UKR,Ukraine,gni_pc_f,2019,10007.39956
ALB,Albania,gni_pc_f,2020,10650.53313
AUT,Austria,gni_pc_f,2020,41895.17837
BEL,Belgium,gni_pc_f,2020,40094.96582
BGR,Bulgaria,gni_pc_f,2020,17321.14127
BIH,Bosnia and Herzegovina,gni_pc_f,2020,10092.72818
CHE,Switzerland,gni_pc_f,2020,53137.82942
CYP,Cyprus,gni_pc_f,2020,29139.41913
CZE,Czechia,gni_pc_f,2020,29569.55873
DEU,Germany,gni_pc_f,2020,44766.95803
DNK,Denmark,gni_pc_f,2020,48146.70577
ESP,Spain,gni_pc_f,2020,29480.56564
EST,Estonia,gni_pc_f,2020,28577.50918
FIN,Finland,gni_pc_f,2020,40324.7562
FRA,France,gni_pc_f,2020,35794.01055
GBR,United Kingdom,gni_pc_f,2020,35208.75366
GRC,Greece,gni_pc_f,2020,20925.44813
HRV,Croatia,gni_pc_f,2020,21385.49298
HUN,Hungary,gni_pc_f,2020,23293.13483
IRL,Ireland,gni_pc_f,2020,54099.5481
ISL,Iceland,gni_pc_f,2020,46231.17839
ITA,Italy,gni_pc_f,2020,28899.6792
LTU,Lithuania,gni_pc_f,2020,31943.85057
LUX,Luxembourg,gni_pc_f,2020,66127.97426
LVA,Latvia,gni_pc_f,2020,26411.81632
MKD,North Macedonia,gni_pc_f,2020,10667.73964
MLT,Malta,gni_pc_f,2020,27674.06316
MNE,Montenegro,gni_pc_f,2020,14133.83447
NLD,Netherlands,gni_pc_f,2020,43923.85594
NOR,Norway,gni_pc_f,2020,56713.58561
POL,Poland,gni_pc_f,2020,23544.24496
PRT,Portugal,gni_pc_f,2020,27116.64955
ROU,Romania,gni_pc_f,2020,23326.13369
SRB,Serbia,gni_pc_f,2020,14166.47007
SVK,Slovakia,gni_pc_f,2020,23339.84747
SVN,Slovenia,gni_pc_f,2020,30478.81226
SWE,Sweden,gni_pc_f,2020,47139.32587
UKR,Ukraine,gni_pc_f,2020,9975.586274
ALB,Albania,gni_pc_f,2021,11637.21567
AUT,Austria,gni_pc_f,2021,43413.88736
BEL,Belgium,gni_pc_f,2021,42532.93431
BGR,Bulgaria,gni_pc_f,2021,18109.38936
BIH,Bosnia and Herzegovina,gni_pc_f,2021,10709.28492
CHE,Switzerland,gni_pc_f,2021,54596.87394
CYP,Cyprus,gni_pc_f,2021,30616.52084
CZE,Czechia,gni_pc_f,2021,30454.50542
DEU,Germany,gni_pc_f,2021,46149.9525
DNK,Denmark,gni_pc_f,2021,49876.26463
ESP,Spain,gni_pc_f,2021,31212.63763
EST,Estonia,gni_pc_f,2021,30995.40471
FIN,Finland,gni_pc_f,2021,41697.50156
FRA,France,gni_pc_f,2021,38403.4713
GBR,United Kingdom,gni_pc_f,2021,37374.45051
GRC,Greece,gni_pc_f,2021,22889.79217
HRV,Croatia,gni_pc_f,2021,23887.99467
HUN,Hungary,gni_pc_f,2021,25908.86843
IRL,Ireland,gni_pc_f,2021,61104.49396
ISL,Iceland,gni_pc_f,2021,47135.91424
ITA,Italy,gni_pc_f,2021,31099.86552
LTU,Lithuania,gni_pc_f,2021,33891.36872
LUX,Luxembourg,gni_pc_f,2021,70117.37449
LVA,Latvia,gni_pc_f,2021,27882.28493
MKD,North Macedonia,gni_pc_f,2021,11146.83902
MLT,Malta,gni_pc_f,2021,30282.10148
MNE,Montenegro,gni_pc_f,2021,15934.76249
NLD,Netherlands,gni_pc_f,2021,46301.34118
NOR,Norway,gni_pc_f,2021,54699.44556
POL,Poland,gni_pc_f,2021,25260.74044
PRT,Portugal,gni_pc_f,2021,28713.43697
ROU,Romania,gni_pc_f,2021,24554.47673
SRB,Serbia,gni_pc_f,2021,15306.10357
SVK,Slovakia,gni_pc_f,2021,24848.66797
SVN,Slovenia,gni_pc_f,2021,33037.52848
SWE,Sweden,gni_pc_f,2021,49580.10983
UKR,Ukraine,gni_pc_f,2021,10369.86856
ALB,Albania,hdi_m,2015,0.801190682
AUT,Austria,hdi_m,2015,0.92410505
BEL,Belgium,hdi_m,2015,0.935833906
BGR,Bulgaria,hdi_m,2015,0.811093471
BIH,Bosnia and Herzegovina,hdi_m,2015,0.7903933
CHE,Switzerland,hdi_m,2015,0.964849939
CYP,Cyprus,hdi_m,2015,0.879442269
CZE,Czechia,hdi_m,2015,0.895281813
DEU,Germany,hdi_m,2015,0.951680742
DNK,Denmark,hdi_m,2015,0.945176987
ESP,Spain,hdi_m,2015,0.896751136
EST,Estonia,hdi_m,2015,0.868930511
FIN,Finland,hdi_m,2015,0.934525605
FRA,France,hdi_m,2015,0.89653017
GBR,United Kingdom,hdi_m,2015,0.935906213
GRC,Greece,hdi_m,2015,0.892044196
HRV,Croatia,hdi_m,2015,0.848486473
HUN,Hungary,hdi_m,2015,0.843469026
IRL,Ireland,hdi_m,2015,0.934764329
ISL,Iceland,hdi_m,2015,0.956207609
ITA,Italy,hdi_m,2015,0.894319808
LTU,Lithuania,hdi_m,2015,0.851398169
LUX,Luxembourg,hdi_m,2015,0.916231813
LVA,Latvia,hdi_m,2015,0.836745676
MKD,North Macedonia,hdi_m,2015,0.783597665
MLT,Malta,hdi_m,2015,0.900784985
MNE,Montenegro,hdi_m,2015,0.834371273
NLD,Netherlands,hdi_m,2015,0.94680711
NOR,Norway,hdi_m,2015,0.953891116
POL,Poland,hdi_m,2015,0.863421409
PRT,Portugal,hdi_m,2015,0.855730492
ROU,Romania,hdi_m,2015,0.822027514
SRB,Serbia,hdi_m,2015,0.80376702
SVK,Slovakia,hdi_m,2015,0.853017207
SVN,Slovenia,hdi_m,2015,0.900520592
SWE,Sweden,hdi_m,2015,0.937837227
UKR,Ukraine,hdi_m,2015,0.766507246
ALB,Albania,hdi_m,2016,0.802194502
AUT,Austria,hdi_m,2016,0.928999395
BEL,Belgium,hdi_m,2016,0.938584241
BGR,Bulgaria,hdi_m,2016,0.811053607
BIH,Bosnia and Herzegovina,hdi_m,2016,0.798799008
CHE,Switzerland,hdi_m,2016,0.969580342
CYP,Cyprus,hdi_m,2016,0.885303429
CZE,Czechia,hdi_m,2016,0.899179061
DEU,Germany,hdi_m,2016,0.954816011
DNK,Denmark,hdi_m,2016,0.952233375
ESP,Spain,hdi_m,2016,0.900411176
EST,Estonia,hdi_m,2016,0.871901351
FIN,Finland,hdi_m,2016,0.935364866
FRA,France,hdi_m,2016,0.899625604
GBR,United Kingdom,hdi_m,2016,0.938721661
GRC,Greece,hdi_m,2016,0.889891611
HRV,Croatia,hdi_m,2016,0.853248903
HUN,Hungary,hdi_m,2016,0.848079925
IRL,Ireland,hdi_m,2016,0.939117503
ISL,Iceland,hdi_m,2016,0.957944525
ITA,Italy,hdi_m,2016,0.898079795
LTU,Lithuania,hdi_m,2016,0.857217565
LUX,Luxembourg,hdi_m,2016,0.923239256
LVA,Latvia,hdi_m,2016,0.841595651
MKD,North Macedonia,hdi_m,2016,0.788307177
MLT,Malta,hdi_m,2016,0.903627724
MNE,Montenegro,hdi_m,2016,0.836111947
NLD,Netherlands,hdi_m,2016,0.947535207
NOR,Norway,hdi_m,2016,0.955611343
POL,Poland,hdi_m,2016,0.867460996
PRT,Portugal,hdi_m,2016,0.85791244
ROU,Romania,hdi_m,2016,0.82142766
SRB,Serbia,hdi_m,2016,0.808491429
SVK,Slovakia,hdi_m,2016,0.856247914
SVN,Slovenia,hdi_m,2016,0.906899864
SWE,Sweden,hdi_m,2016,0.943654282
UKR,Ukraine,hdi_m,2016,0.771627419
ALB,Albania,hdi_m,2017,0.805385473
AUT,Austria,hdi_m,2017,0.930045519
BEL,Belgium,hdi_m,2017,0.942396697
BGR,Bulgaria,hdi_m,2017,0.810082891
BIH,Bosnia and Herzegovina,hdi_m,2017,0.799871508
CHE,Switzerland,hdi_m,2017,0.970052111
CYP,Cyprus,hdi_m,2017,0.894953412
CZE,Czechia,hdi_m,2017,0.901279837
DEU,Germany,hdi_m,2017,0.956720091
DNK,Denmark,hdi_m,2017,0.951883031
ESP,Spain,hdi_m,2017,0.90343245
EST,Estonia,hdi_m,2017,0.874681821
FIN,Finland,hdi_m,2017,0.938471998
FRA,France,hdi_m,2017,0.902366336
GBR,United Kingdom,hdi_m,2017,0.941564279
GRC,Greece,hdi_m,2017,0.892349936
HRV,Croatia,hdi_m,2017,0.857639309
HUN,Hungary,hdi_m,2017,0.852043215
IRL,Ireland,hdi_m,2017,0.943976956
ISL,Iceland,hdi_m,2017,0.964055826
ITA,Italy,hdi_m,2017,0.900716414
LTU,Lithuania,hdi_m,2017,0.866543876
LUX,Luxembourg,hdi_m,2017,0.920371998
LVA,Latvia,hdi_m,2017,0.846350097
MKD,North Macedonia,hdi_m,2017,0.794498914
MLT,Malta,hdi_m,2017,0.911173961
MNE,Montenegro,hdi_m,2017,0.840844289
NLD,Netherlands,hdi_m,2017,0.953266484
NOR,Norway,hdi_m,2017,0.960520981
POL,Poland,hdi_m,2017,0.870697017
PRT,Portugal,hdi_m,2017,0.863268084
ROU,Romania,hdi_m,2017,0.829527182
SRB,Serbia,hdi_m,2017,0.810833959
SVK,Slovakia,hdi_m,2017,0.857603224
SVN,Slovenia,hdi_m,2017,0.913110236
SWE,Sweden,hdi_m,2017,0.948387309
UKR,Ukraine,hdi_m,2017,0.774465564
ALB,Albania,hdi_m,2018,0.806772917
AUT,Austria,hdi_m,2018,0.930775932
BEL,Belgium,hdi_m,2018,0.943773865
BGR,Bulgaria,hdi_m,2018,0.811134558
BIH,Bosnia and Herzegovina,hdi_m,2018,0.803648668
CHE,Switzerland,hdi_m,2018,0.972757793
CYP,Cyprus,hdi_m,2018,0.903091616
CZE,Czechia,hdi_m,2018,0.899808191
DEU,Germany,hdi_m,2018,0.956465319
DNK,Denmark,hdi_m,2018,0.949728489
ESP,Spain,hdi_m,2018,0.9063135
EST,Estonia,hdi_m,2018,0.878459838
FIN,Finland,hdi_m,2018,0.940697501
FRA,France,hdi_m,2018,0.905262992
GBR,United Kingdom,hdi_m,2018,0.940042877
GRC,Greece,hdi_m,2018,0.898685248
HRV,Croatia,hdi_m,2018,0.85836762
HUN,Hungary,hdi_m,2018,0.85352841
IRL,Ireland,hdi_m,2018,0.946062231
ISL,Iceland,hdi_m,2018,0.967961531
ITA,Italy,hdi_m,2018,0.905761748
LTU,Lithuania,hdi_m,2018,0.870098355
LUX,Luxembourg,hdi_m,2018,0.924127452
LVA,Latvia,hdi_m,2018,0.851456459
MKD,North Macedonia,hdi_m,2018,0.799802814
MLT,Malta,hdi_m,2018,0.918667127
MNE,Montenegro,hdi_m,2018,0.84644359
NLD,Netherlands,hdi_m,2018,0.95967813
NOR,Norway,hdi_m,2018,0.962842663
POL,Poland,hdi_m,2018,0.872613052
PRT,Portugal,hdi_m,2018,0.863420369
ROU,Romania,hdi_m,2018,0.829075722
SRB,Serbia,hdi_m,2018,0.815815163
SVK,Slovakia,hdi_m,2018,0.860760142
SVN,Slovenia,hdi_m,2018,0.914523092
SWE,Sweden,hdi_m,2018,0.949208678
UKR,Ukraine,hdi_m,2018,0.775543732
ALB,Albania,hdi_m,2019,0.809463416
AUT,Austria,hdi_m,2019,0.93155859
BEL,Belgium,hdi_m,2019,0.947147046
BGR,Bulgaria,hdi_m,2019,0.81124873
BIH,Bosnia and Herzegovina,hdi_m,2019,0.808072181
CHE,Switzerland,hdi_m,2019,0.975114354
CYP,Cyprus,hdi_m,2019,0.907930763
CZE,Czechia,hdi_m,2019,0.902117544
DEU,Germany,hdi_m,2019,0.959331654
DNK,Denmark,hdi_m,2019,0.954165104
ESP,Spain,hdi_m,2019,0.912058288
EST,Estonia,hdi_m,2019,0.883754987
FIN,Finland,hdi_m,2019,0.943309124
FRA,France,hdi_m,2019,0.908310523
GBR,United Kingdom,hdi_m,2019,0.945064607
GRC,Greece,hdi_m,2019,0.903104511
HRV,Croatia,hdi_m,2019,0.865178885
HUN,Hungary,hdi_m,2019,0.859312208
IRL,Ireland,hdi_m,2019,0.947840791
ISL,Iceland,hdi_m,2019,0.96881527
ITA,Italy,hdi_m,2019,0.909355733
LTU,Lithuania,hdi_m,2019,0.873096539
LUX,Luxembourg,hdi_m,2019,0.928655829
LVA,Latvia,hdi_m,2019,0.858988315
MKD,North Macedonia,hdi_m,2019,0.803644747
MLT,Malta,hdi_m,2019,0.92456204
MNE,Montenegro,hdi_m,2019,0.845285852
NLD,Netherlands,hdi_m,2019,0.958388153
NOR,Norway,hdi_m,2019,0.962979304
POL,Poland,hdi_m,2019,0.877306977
PRT,Portugal,hdi_m,2019,0.871203186
ROU,Romania,hdi_m,2019,0.833760277
SRB,Serbia,hdi_m,2019,0.817995447
SVK,Slovakia,hdi_m,2019,0.863925335
SVN,Slovenia,hdi_m,2019,0.918295399
SWE,Sweden,hdi_m,2019,0.953419416
UKR,Ukraine,hdi_m,2019,0.779243937
ALB,Albania,hdi_m,2020,0.791941236
AUT,Austria,hdi_m,2020,0.92197063
BEL,Belgium,hdi_m,2020,0.938753623
BGR,Bulgaria,hdi_m,2020,0.80255907
BIH,Bosnia and Herzegovina,hdi_m,2020,0.803545079
CHE,Switzerland,hdi_m,2020,0.970547786
CYP,Cyprus,hdi_m,2020,0.905664988
CZE,Czechia,hdi_m,2020,0.8965906
DEU,Germany,hdi_m,2020,0.953971538
DNK,Denmark,hdi_m,2020,0.955127582
ESP,Spain,hdi_m,2020,0.903279437
EST,Estonia,hdi_m,2020,0.882115433
FIN,Finland,hdi_m,2020,0.941736547
FRA,France,hdi_m,2020,0.902508916
GBR,United Kingdom,hdi_m,2020,0.929056361
GRC,Greece,hdi_m,2020,0.900517622
HRV,Croatia,hdi_m,2020,0.858592314
HUN,Hungary,hdi_m,2020,0.854881433
IRL,Ireland,hdi_m,2020,0.949516006
ISL,Iceland,hdi_m,2020,0.968128738
ITA,Italy,hdi_m,2020,0.900457567
LTU,Lithuania,hdi_m,2020,0.86682658
LUX,Luxembourg,hdi_m,2020,0.925215615
LVA,Latvia,hdi_m,2020,0.859286556
MKD,North Macedonia,hdi_m,2020,0.79365434
MLT,Malta,hdi_m,2020,0.917110334
MNE,Montenegro,hdi_m,2020,0.834369088
NLD,Netherlands,hdi_m,2020,0.953704247
NOR,Norway,hdi_m,2020,0.961427726
POL,Poland,hdi_m,2020,0.870928316
PRT,Portugal,hdi_m,2020,0.866128315
ROU,Romania,hdi_m,2020,0.825005804
SRB,Serbia,hdi_m,2020,0.809275407
SVK,Slovakia,hdi_m,2020,0.858257711
SVN,Slovenia,hdi_m,2020,0.91292159
SWE,Sweden,hdi_m,2020,0.948209073
UKR,Ukraine,hdi_m,2020,0.769457398
ALB,Albania,hdi_m,2021,0.793604613
AUT,Austria,hdi_m,2021,0.923877356
BEL,Belgium,hdi_m,2021,0.946127575
BGR,Bulgaria,hdi_m,2021,0.796486006
BIH,Bosnia and Herzegovina,hdi_m,2021,0.802005824
CHE,Switzerland,hdi_m,2021,0.975611273
CYP,Cyprus,hdi_m,2021,0.907058666
CZE,Czechia,hdi_m,2021,0.893197721
DEU,Germany,hdi_m,2021,0.952180253
DNK,Denmark,hdi_m,2021,0.956524411
ESP,Spain,hdi_m,2021,0.908603781
EST,Estonia,hdi_m,2021,0.879365759
FIN,Finland,hdi_m,2021,0.944567946
FRA,France,hdi_m,2021,0.906690802
GBR,United Kingdom,hdi_m,2021,0.93393288
GRC,Greece,hdi_m,2021,0.900182194
HRV,Croatia,hdi_m,2021,0.859239831
HUN,Hungary,hdi_m,2021,0.850884145
IRL,Ireland,hdi_m,2021,0.946695538
ISL,Iceland,hdi_m,2021,0.970604052
ITA,Italy,hdi_m,2021,0.906110064
LTU,Lithuania,hdi_m,2021,0.861661897
LUX,Luxembourg,hdi_m,2021,0.931456058
LVA,Latvia,hdi_m,2021,0.851825526
MKD,North Macedonia,hdi_m,2021,0.789290229
MLT,Malta,hdi_m,2021,0.925314241
MNE,Montenegro,hdi_m,2021,0.839623822
NLD,Netherlands,hdi_m,2021,0.956065754
NOR,Norway,hdi_m,2021,0.966060981
POL,Poland,hdi_m,2021,0.871513813
PRT,Portugal,hdi_m,2021,0.867492871
ROU,Romania,hdi_m,2021,0.823464389
SRB,Serbia,hdi_m,2021,0.808468225
SVK,Slovakia,hdi_m,2021,0.847723638
SVN,Slovenia,hdi_m,2021,0.916243227
SWE,Sweden,hdi_m,2021,0.952156756
UKR,Ukraine,hdi_m,2021,0.766191935
